Slice,Count,Total.Area,Average.Size,X.Area,Perim.,Circ.,Solidity
W015_G3_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G3_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G3_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G3_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G3_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G3_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G4_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G4_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G4_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G4_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G4_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G4_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G5_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G5_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G5_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G5_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G5_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G5_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_negative_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_positive_B.TIF,12,0.39,0.033,0.325,255,0.159,0.425
W016_G1_1_para_Atr.TIF,3,0.045,0.015,0.038,0.811,0.283,0.655
W016_G1_2_para_Atr.TIF,3,0.064,0.021,0.053,1.024,0.26,0.668
W016_G1_3_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G1_4_para_Atr.TIF,1,0.019,0.019,0.016,0.788,0.377,0.703
W016_G1_6_perp_Atr.TIF,7,0.2,0.029,0.166,1.634,0.211,0.499
W016_G1_7_perp_Atr.TIF,4,0.173,0.043,0.144,1.788,0.239,0.562
W016_G1_8_perp_Atr.TIF,2,0.051,0.025,0.042,1.447,0.16,0.44
W016_G1_9_perp_Atr.TIF,8,0.104,0.013,0.086,0.79,0.283,0.647
W016_G2_1_para_Atr.TIF,4,0.066,0.016,0.055,0.778,0.355,0.65
W016_G2_2_para_Atr.TIF,3,0.04,0.013,0.033,1.035,0.174,0.406
W016_G2_3_para_Atr.TIF,2,0.045,0.023,0.038,1.232,0.193,0.521
W016_G2_4_para_Atr.TIF,4,0.093,0.023,0.077,1.343,0.222,0.552
W016_G2_6_perp_Atr.TIF,5,0.061,0.012,0.051,0.719,0.319,0.628
W016_G2_7_perp_Atr.TIF,3,0.125,0.042,0.104,1.733,0.197,0.582
W016_G2_8_perp_Atr.TIF,4,0.057,0.014,0.047,0.782,0.339,0.674
W016_G2_9_perp_Atr.TIF,3,0.068,0.023,0.056,1.153,0.261,0.606
W016_G3_1_para_Atr.TIF,2,0.029,0.015,0.024,1.082,0.163,0.395
W016_G3_2_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G3_3_para_Atr.TIF,1,0.015,0.015,0.013,0.801,0.297,0.68
W016_G3_4_para_Atr.TIF,2,0.037,0.019,0.031,0.848,0.34,0.649
W016_G3_6_perp_Atr.TIF,5,0.14,0.028,0.117,1.744,0.178,0.49
W016_G3_7_perp_Atr.TIF,5,0.067,0.013,0.056,0.689,0.397,0.69
W016_G3_8_perp_Atr.TIF,1,0.012,0.012,0.01,0.759,0.252,0.65
W016_G3_9_perp_Atr.TIF,1,0.014,0.014,0.012,0.802,0.275,0.598
W016_G4_1_para_Atr.TIF,5,0.09,0.018,0.075,1.047,0.231,0.525
W016_G4_2_para_Atr.TIF,2,0.042,0.021,0.035,1.39,0.137,0.369
W016_G4_3_para_Atr.TIF,4,0.064,0.016,0.054,1.03,0.193,0.545
W016_G4_4_para_Atr.TIF,10,0.198,0.02,0.165,1.172,0.283,0.64
W016_G4_6_perp_Atr.TIF,7,0.366,0.052,0.304,2.754,0.125,0.402
W016_G4_7_perp_Atr.TIF,1,0.025,0.025,0.021,1.388,0.162,0.423
W016_G4_8_perp_Atr.TIF,7,0.29,0.041,0.242,2.092,0.149,0.408
W016_G4_9_perp_Atr.TIF,6,0.147,0.025,0.123,1.155,0.276,0.59
W016_G5_1_para_Atr.TIF,2,0.05,0.025,0.041,1.235,0.295,0.608
W016_G5_2_para_Atr.TIF,3,0.065,0.022,0.054,1.327,0.21,0.54
W016_G5_3_para_Atr.TIF,2,0.025,0.012,0.021,0.734,0.457,0.646
W016_G5_4_para_Atr.TIF,4,0.099,0.025,0.083,1.332,0.249,0.561
W016_G5_6_perp_Atr.TIF,4,0.058,0.015,0.049,0.888,0.233,0.714
W016_G5_7_perp_Atr.TIF,1,0.011,0.011,0.009,0.808,0.218,0.48
W016_G5_8_perp_Atr.TIF,11,0.182,0.017,0.151,0.924,0.264,0.63
W016_G5_9_perp_Atr.TIF,4,0.09,0.023,0.075,1.345,0.383,0.638
W016_negative__Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_positive__Atr.TIF,9,0.347,0.039,0.289,2.23,0.133,0.386
W016_G1_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G1_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G1_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G1_4_para_B.TIF,1,0.008,0.008,0.007,0.552,0.331,0.829
W016_G1_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G1_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G1_8_perp_B.TIF,1,0.006,0.006,0.005,0.523,0.296,0.534
W016_G1_9_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G2_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G2_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G2_3_para_B.TIF,1,0.009,0.009,0.007,0.458,0.529,0.832
W016_G2_4_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G2_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G2_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G2_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G2_9_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G3_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G3_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G3_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G3_4_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G3_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G3_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G3_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G3_9_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G4_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G4_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G4_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G4_4_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G4_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G4_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G4_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G4_9_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G5_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G5_2_para_B.TIF,3,0.02,0.007,0.017,0.497,0.339,0.682
W016_G5_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G5_4_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G5_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G5_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G5_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_G5_9_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_negative_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W016_positive_B.TIF,12,0.387,0.032,0.322,1.819,0.174,0.466
W017_G1_1_para_Atr.TIF,8,0.221,0.028,0.184,1.373,0.22,0.552
W017_G1_2_para_Atr.TIF,8,0.156,0.019,0.13,1.111,0.234,0.568
W017_G1_3_para_Atr.TIF,6,0.103,0.017,0.086,0.923,0.276,0.614
W017_G1_6_perp_Atr.TIF,4,0.041,0.01,0.034,0.681,0.342,0.577
W017_G1_7_perp_Atr.TIF,3,0.081,0.027,0.067,1.555,0.214,0.486
W017_G1_8_perp_Atr.TIF,2,0.07,0.035,0.058,1.71,0.141,0.393
W017_G2_1_para_Atr.TIF,3,0.101,0.034,0.084,1.709,0.182,0.495
W017_G2_2_para_Atr.TIF,3,0.026,0.009,0.022,0.569,0.44,0.759
W017_G2_3_para_Atr.TIF,1,0.039,0.039,0.032,2.038,0.117,0.482
W017_G2_6_perp_Atr.TIF,4,0.071,0.018,0.059,1.032,0.284,0.562
W017_G2_7_perp_Atr.TIF,2,0.037,0.018,0.031,0.981,0.241,0.53
W017_G2_8_perp_Atr.TIF,8,0.188,0.024,0.157,1.272,0.222,0.558
W017_G3_1_para_Atr.TIF,9,0.2,0.022,0.166,1.2,0.325,0.641
W017_G3_2_para_Atr.TIF,7,0.135,0.019,0.112,1.059,0.226,0.627
W017_G3_3_para_Atr.TIF,3,0.099,0.033,0.082,1.323,0.319,0.656
W017_G3_6_perp_Atr.TIF,7,0.124,0.018,0.103,0.995,0.257,0.578
W017_G3_7_perp_Atr.TIF,3,0.053,0.018,0.044,0.949,0.365,0.568
W017_G3_8_perp_Atr.TIF,3,0.048,0.016,0.04,0.949,0.286,0.576
W017_G4_1_para_Atr.TIF,6,0.189,0.031,0.157,1.544,0.202,0.531
W017_G4_2_para_Atr.TIF,5,0.162,0.032,0.135,1.597,0.2,0.48
W017_G4_3_para_Atr.TIF,1,0.016,0.016,0.013,0.882,0.257,0.588
W017_G4_6_perp_Atr.TIF,5,0.111,0.022,0.092,1.145,0.262,0.592
W017_G4_7_perp_Atr.TIF,4,0.111,0.028,0.092,1.48,0.258,0.554
W017_G4_8_perp_Atr.TIF,3,0.071,0.024,0.059,1.238,0.199,0.557
W017_G5_1_para_Atr.TIF,6,0.15,0.025,0.125,1.21,0.278,0.683
W017_G5_2_para_Atr.TIF,5,0.162,0.032,0.134,1.714,0.233,0.538
W017_G5_3_para_Atr.TIF,7,0.119,0.017,0.099,1.114,0.205,0.5
W017_G5_6_perp_Atr.TIF,1,0.018,0.018,0.015,0.94,0.254,0.695
W017_G5_7_perp_Atr.TIF,9,0.178,0.02,0.148,1.175,0.195,0.483
W017_G5_8_perp_Atr.TIF,6,0.078,0.013,0.062,0.852,0.3,0.644
W017_negative__Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_positive__Atr.TIF,11,0.459,0.042,0.345,2.318,0.148,0.387
W017_G1_1_para_B.TIF,1,0.01,0.01,0.008,0.566,0.377,0.684
W017_G1_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G1_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G1_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G1_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G1_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G2_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G2_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G2_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G2_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G2_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G2_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G3_1_para_B.TIF,1,0.014,0.014,0.011,0.831,0.247,0.743
W017_G3_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G3_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G3_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G3_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G3_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G4_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G4_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G4_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G4_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G4_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G4_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G5_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G5_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G5_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G5_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G5_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_G5_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_negative_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W017_positive_B.TIF,13,0.371,0.029,0.309,1.661,0.2,0.522
W018_G1_1_para_Atr.TIF,2,0.039,0.02,0.033,1.33,0.19,0.394
W018_G1_6_perp_Atr.TIF,7,0.123,0.018,0.102,1.099,0.345,0.604
W018_G2_1_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W018_G2_6_perp_Atr.TIF,2,0.057,0.028,0.047,1.638,0.187,0.52
W018_G3_1_para_Atr.TIF,1,0.023,0.023,0.019,1.613,0.11,0.322
W018_G3_6_perp_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W018_G4_1_para_Atr.TIF,1,0.006,0.006,0.005,0.502,0.318,0.775
W018_G4_6_perp_Atr.TIF,3,0.056,0.019,0.047,1.064,0.219,0.516
W018_G5_1_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W018_G5_6_perp_Atr.TIF,1,0.022,0.022,0.019,1.218,0.189,0.598
W018_negative__Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W018_positive__Atr.TIF,10,0.413,0.041,0.343,2.144,0.159,0.372
W018_G1_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W018_G1_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W018_G2_1_para_B.TIF,1,0.008,0.008,0.007,0.566,0.319,0.804
W018_G2_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W018_G3_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W018_G3_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W018_G4_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W018_G4_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W018_G5_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W018_G5_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W018_negative_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W018_positive_B.TIF,11,0.487,0.044,0.406,2.112,0.166,0.397
W019_G1_1_para_Atr.TIF,1,0.016,0.016,0.013,1.119,0.161,0.405
W019_G1_2_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G1_3_para_Atr.TIF,4,0.073,0.018,0.061,1.178,0.171,0.598
W019_G1_6_perp_Atr.TIF,3,0.052,0.017,0.043,1.092,0.214,0.44
W019_G1_7_perp_Atr.TIF,3,0.032,0.011,0.026,0.736,0.324,0.596
W019_G1_8_perp_Atr.TIF,7,0.129,0.018,0.108,1.126,0.247,0.594
W019_G2_1_para_Atr.TIF,1,0.013,0.013,0.011,0.861,0.227,0.646
W019_G2_2_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G2_3_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G2_6_perp_Atr.TIF,7,0.106,0.015,0.088,0.827,0.324,0.657
W019_G2_7_perp_Atr.TIF,8,0.248,0.031,0.207,1.653,0.207,0.446
W019_G2_8_perp_Atr.TIF,6,0.07,0.012,0.058,0.701,0.321,0.679
W019_G3_1_para_Atr.TIF,5,0.119,0.024,0.099,1.283,0.236,0.603
W019_G3_2_para_Atr.TIF,2,0.043,0.021,0.035,1.297,0.16,0.538
W019_G3_3_para_Atr.TIF,5,0.083,0.017,0.069,0.875,0.336,0.697
W019_G3_6_perp_Atr.TIF,2,0.017,0.008,0.014,0.638,0.253,0.61
W019_G3_7_perp_Atr.TIF,1,0.028,0.028,0.024,1.812,0.109,0.302
W019_G3_8_perp_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G4_1_para_Atr.TIF,4,0.093,0.023,0.078,1.12,0.305,0.674
W019_G4_2_para_Atr.TIF,2,0.015,0.007,0.012,0.485,0.397,0.769
W019_G4_3_para_Atr.TIF,3,0.027,0.009,0.022,0.552,0.377,0.761
W019_G4_6_perp_Atr.TIF,4,0.122,0.03,0.101,1.628,0.26,0.596
W019_G4_7_perp_Atr.TIF,6,0.127,0.021,0.105,1.2,0.235,0.622
W019_G4_8_perp_Atr.TIF,1,0.012,0.012,0.01,0.829,0.222,0.445
W019_G5_1_para_Atr.TIF,3,0.035,0.012,0.029,0.638,0.389,0.788
W019_G5_2_para_Atr.TIF,1,0.019,0.019,0.016,0.94,0.277,0.745
W019_G5_3_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G5_6_perp_Atr.TIF,3,0.061,0.02,0.05,1.015,0.28,0.752
W019_G5_7_perp_Atr.TIF,1,0.033,0.033,0.027,1.887,0.116,0.577
W019_G5_8_para_Atr.TIF,7,0.138,0.02,0.103,1.049,0.308,0.648
W019_negative__Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_positive_Atr.TIF,10,0.448,0.045,0.342,2.302,0.158,0.374
W019_G1_1_para_B.TIF,1,0.06,0.06,0.05,1.985,0.191,0.556
W019_G1_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G1_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G1_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G1_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G1_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G2_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G2_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G2_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G2_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G2_7_perp_B.TIF,1,0.007,0.007,0.006,0.402,0.57,0.814
W019_G2_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G3_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G3_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G3_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G3_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G3_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G3_8_perp_B.TIF,1,0.012,0.012,0.01,0.591,0.416,0.688
W019_G4_1_para_B.TIF,1,0.011,0.011,0.009,0.687,0.301,0.598
W019_G4_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G4_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G4_6_perp_B.TIF,1,0.01,0.01,0.008,0.676,0.267,0.838
W019_G4_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G4_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G5_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G5_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G5_3_para_B.TIF,2,0.017,0.008,0.014,0.498,0.409,0.811
W019_G5_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G5_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_G5_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W019_negative_B.TIF,1,0.006,0.006,0.005,0.503,0.284,0.714
W019_positive_B.TIF,10,0.455,0.045,0.379,2.107,0.172,0.398
W020_G1_1_para_Atr.TIF,5,0.088,0.018,0.074,255,0.222,0.508
W020_G1_6_perp_Atr.TIF,2,0.031,0.016,0.026,255,0.202,0.609
W020_G2_1_para_Atr.TIF,3,0.02,0.007,0.017,255,0.52,0.783
W020_G2_6_perp_Atr.TIF,5,0.087,0.017,0.073,255,0.209,0.504
W020_G3_1_para_Atr.TIF,4,0.085,0.021,0.071,255,0.279,0.561
W020_G3_6_perp_Atr.TIF,8,0.168,0.021,0.14,255,0.279,0.568
W020_G4_1_para_Atr.TIF,3,0.059,0.02,0.049,255,0.275,0.544
W020_G4_6_perp_Atr.TIF,3,0.073,0.024,0.061,255,0.143,0.446
W020_G5_1_para_Atr.TIF,3,0.036,0.012,0.03,255,0.375,0.7
W020_G5_6_perp_Atr.TIF,4,0.124,0.031,0.104,255,0.435,0.71
W020_negative__Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_positive__Atr.TIF,10,0.407,0.041,0.339,255,0.175,0.4
W020_G1_1_para_B.TIF,1,0.009,0.009,0.008,255,0.498,0.774
W020_G1_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G2_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G2_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G3_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G3_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G4_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G4_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G5_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G5_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_negative_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_positive_B.TIF,10,0.459,0.046,0.382,255,0.165,0.394
W021_G1_10_perp_Atr.TIF,3,0.093,0.031,0.077,1.947,0.137,0.307
W021_G1_1_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W021_G1_2_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W021_G1_3_para_Atr.TIF,2,0.013,0.007,0.011,0.393,0.58,0.793
W021_G1_4_para_Atr.TIF,2,0.043,0.022,0.036,1.143,0.206,0.502
W021_G1_5_para_Atr.TIF,2,0.021,0.01,0.017,0.697,0.367,0.727
W021_G1_6_perp_Atr.TIF,2,0.028,0.014,0.023,0.537,0.585,0.747
W021_G1_7_perp_Atr.TIF,1,0.022,0.022,0.019,1.116,0.226,0.552
W021_G1_8_perp_Atr.TIF,2,0.045,0.023,0.038,1.395,0.281,0.577
W021_G1_9_perp_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W021_G2_10_perp_Atr.TIF,1,0.014,0.014,0.012,1.074,0.15,0.409
W021_G2_1_para_Atr.TIF,4,0.06,0.015,0.05,0.866,0.365,0.701
W021_G2_2_para_Atr.TIF,2,0.074,0.037,0.061,2.059,0.119,0.421
W021_G2_3_para_Atr.TIF,1,0.01,0.01,0.008,0.677,0.274,0.645
W021_G2_4_para_Atr.TIF,1,0.008,0.008,0.007,0.424,0.551,0.81
W021_G2_5_para_Atr.TIF,3,0.048,0.016,0.04,0.922,0.263,0.597
W021_G2_6_perp_Atr.TIF,1,0.019,0.019,0.015,1.189,0.165,0.611
W021_G2_7_perp_Atr.TIF,1,0.009,0.009,0.008,0.667,0.258,0.535
W021_G2_8_perp_Atr.TIF,5,0.082,0.016,0.068,1.01,0.308,0.649
W021_G2_9_perp_Atr.TIF,1,0.011,0.011,0.009,0.633,0.347,0.614
W021_G3_10_perp_Atr.TIF,3,0.039,0.013,0.032,0.794,0.294,0.673
W021_G3_1_para_Atr.TIF,1,0.061,0.061,0.051,3.142,0.078,0.251
W021_G3_2_para_Atr.TIF,4,0.061,0.015,0.051,0.834,0.358,0.685
W021_G3_3_para_Atr.TIF,4,0.125,0.031,0.104,1.769,0.234,0.515
W021_G3_4_para_Atr.TIF,3,0.045,0.015,0.038,0.749,0.448,0.775
W021_G3_5_para_Atr.TIF,7,0.133,0.019,0.111,0.97,0.304,0.606
W021_G3_6_perp_Atr.TIF,2,0.022,0.011,0.018,0.629,0.356,0.833
W021_G3_7_perp_Atr.TIF,4,0.049,0.012,0.04,0.803,0.312,0.617
W021_G3_8_perp_Atr.TIF,6,0.082,0.014,0.068,0.837,0.267,0.681
W021_G3_9_perp_Atr.TIF,4,0.097,0.024,0.081,1.284,0.31,0.675
W021_G4_10_perp_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W021_G4_1_para_Atr.TIF,7,0.122,0.017,0.102,1.055,0.202,0.5
W021_G4_2_para_Atr.TIF,1,0.018,0.018,0.015,1.305,0.135,0.339
W021_G4_3_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W021_G4_4_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W021_G4_5_para_Atr.TIF,4,0.066,0.016,0.055,0.928,0.246,0.605
W021_G4_6_perp_Atr.TIF,1,0.017,0.017,0.014,0.952,0.236,0.697
W021_G4_7_perp_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W021_G4_8_perp_Atr.TIF,6,0.083,0.014,0.069,0.827,0.264,0.615
W021_G4_9_perp_Atr.TIF,3,0.064,0.021,0.054,1.248,0.195,0.466
W021_G5_10_perp_Atr.TIF,2,0.062,0.031,0.051,1.526,0.167,0.448
W021_G5_1_para_Atr.TIF,3,0.036,0.012,0.03,0.759,0.312,0.734
W021_G5_2_para_Atr.TIF,2,0.034,0.017,0.028,1.031,0.344,0.635
W021_G5_3_para_Atr.TIF,5,0.093,0.019,0.078,0.999,0.28,0.633
W021_G5_4_para_Atr.TIF,2,0.018,0.009,0.015,0.57,0.411,0.683
W021_G5_5_para_Atr.TIF,3,0.087,0.029,0.073,1.72,0.123,0.466
W021_G5_6_perp_Atr.TIF,4,0.123,0.031,0.103,1.822,0.124,0.423
W021_G5_7_perp_Atr.TIF,5,0.114,0.023,0.095,1.255,0.183,0.568
W021_G5_8_perp_Atr.TIF,2,0.017,0.009,0.014,0.561,0.343,0.623
W021_G5_9_perp_Atr.TIF,2,0.041,0.021,0.034,1.192,0.237,0.439
W021_negative_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W021_positive_Atr.TIF,10,0.375,0.038,0.312,2.076,0.159,0.362
W021_G1_10_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W021_G1_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W021_G1_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W021_G1_3_para_B.TIF,1,0.014,0.014,0.011,0.676,0.377,0.541
W021_G1_4_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
